unique_name,game,move_name,learn_method,level
charizard,SV,Temper Flare,TM,
charizard,SV,Tera Blast,TM,
charizard,SV,Thunder Punch,TM,
charizard,SV,Weather Ball,TM,
charizard,SV,Will-O-Wisp,TM,
squirtle,SV,Tackle,Level up,1
squirtle,SV,Tail Whip,Level up,1
squirtle,SV,Water Gun,Level up,3
squirtle,SV,Withdraw,Level up,6
squirtle,SV,Rapid Spin,Level up,9
squirtle,SV,Bite,Level up,12
squirtle,SV,Water Pulse,Level up,15
squirtle,SV,Protect,Level up,18
squirtle,SV,Rain Dance,Level up,21
squirtle,SV,Aqua Tail,Level up,24
squirtle,SV,Shell Smash,Level up,27
squirtle,SV,Iron Defense,Level up,30
squirtle,SV,Hydro Pump,Level up,33
squirtle,SV,Wave Crash,Level up,36
squirtle,SV,Aqua Jet,Egg,
squirtle,SV,Aqua Ring,Egg,
squirtle,SV,Fake Out,Egg,
squirtle,SV,Flail,Egg,
squirtle,SV,Life Dew,Egg,
squirtle,SV,Mirror Coat,Egg,
squirtle,SV,Mist,Egg,
squirtle,SV,Water Spout,Egg,
squirtle,SV,Yawn,Egg,
squirtle,SV,Blizzard,TM,
squirtle,SV,Body Slam,TM,
squirtle,SV,Brick Break,TM,
squirtle,SV,Chilling Water,TM,
squirtle,SV,Dig,TM,
squirtle,SV,Double-Edge,TM,
squirtle,SV,Endure,TM,
squirtle,SV,Facade,TM,
squirtle,SV,Fling,TM,
squirtle,SV,Flip Turn,TM,
squirtle,SV,Focus Punch,TM,
squirtle,SV,Gyro Ball,TM,
squirtle,SV,Haze,TM,
squirtle,SV,Helping Hand,TM,
squirtle,SV,Hydro Pump,TM,
squirtle,SV,Ice Beam,TM,
squirtle,SV,Ice Punch,TM,
squirtle,SV,Ice Spinner,TM,
squirtle,SV,Icy Wind,TM,
squirtle,SV,Iron Defense,TM,
squirtle,SV,Liquidation,TM,
squirtle,SV,Mud Shot,TM,
squirtle,SV,Muddy Water,TM,
squirtle,SV,Protect,TM,
squirtle,SV,Rain Dance,TM,
squirtle,SV,Rest,TM,
squirtle,SV,Sleep Talk,TM,
squirtle,SV,Substitute,TM,
squirtle,SV,Surf,TM,
squirtle,SV,Take Down,TM,
squirtle,SV,Tera Blast,TM,
squirtle,SV,Water Pledge,TM,
squirtle,SV,Water Pulse,TM,
squirtle,SV,Weather Ball,TM,
squirtle,SV,Whirlpool,TM,
squirtle,SV,Zen Headbutt,TM,
wartortle,SV,Tackle,Level up,1
wartortle,SV,Tail Whip,Level up,1
wartortle,SV,Water Gun,Level up,1
wartortle,SV,Withdraw,Level up,1
wartortle,SV,Rapid Spin,Level up,9
wartortle,SV,Bite,Level up,12
wartortle,SV,Water Pulse,Level up,15
wartortle,SV,Protect,Level up,20
wartortle,SV,Rain Dance,Level up,25
wartortle,SV,Aqua Tail,Level up,30
wartortle,SV,Shell Smash,Level up,35
wartortle,SV,Iron Defense,Level up,40
wartortle,SV,Hydro Pump,Level up,45
wartortle,SV,Wave Crash,Level up,50
wartortle,SV,Aqua Jet,Egg,
wartortle,SV,Aqua Ring,Egg,
wartortle,SV,Fake Out,Egg,
wartortle,SV,Flail,Egg,
wartortle,SV,Life Dew,Egg,
wartortle,SV,Mirror Coat,Egg,
wartortle,SV,Mist,Egg,
wartortle,SV,Water Spout,Egg,
wartortle,SV,Yawn,Egg,
wartortle,SV,Blizzard,TM,
wartortle,SV,Body Slam,TM,
wartortle,SV,Brick Break,TM,
wartortle,SV,Chilling Water,TM,
wartortle,SV,Dig,TM,
wartortle,SV,Double-Edge,TM,
wartortle,SV,Endure,TM,
wartortle,SV,Facade,TM,
wartortle,SV,Fling,TM,
wartortle,SV,Flip Turn,TM,
wartortle,SV,Focus Punch,TM,
wartortle,SV,Gyro Ball,TM,
wartortle,SV,Haze,TM,
wartortle,SV,Helping Hand,TM,
wartortle,SV,Hydro Pump,TM,
wartortle,SV,Ice Beam,TM,
wartortle,SV,Ice Punch,TM,
wartortle,SV,Ice Spinner,TM,
wartortle,SV,Icy Wind,TM,
wartortle,SV,Iron Defense,TM,
wartortle,SV,Liquidation,TM,
wartortle,SV,Mud Shot,TM,
wartortle,SV,Muddy Water,TM,
wartortle,SV,Protect,TM,
wartortle,SV,Rain Dance,TM,
wartortle,SV,Rest,TM,
wartortle,SV,Sleep Talk,TM,
wartortle,SV,Substitute,TM,
wartortle,SV,Surf,TM,
wartortle,SV,Take Down,TM,
wartortle,SV,Tera Blast,TM,
wartortle,SV,Water Pledge,TM,
wartortle,SV,Water Pulse,TM,
wartortle,SV,Weather Ball,TM,
wartortle,SV,Whirlpool,TM,
wartortle,SV,Zen Headbutt,TM,
blastoise,SV,Flash Cannon,Evolution,
blastoise,SV,Tackle,Level up,1
blastoise,SV,Tail Whip,Level up,1
blastoise,SV,Water Gun,Level up,1
blastoise,SV,Withdraw,Level up,1
blastoise,SV,Rapid Spin,Level up,9
blastoise,SV,Bite,Level up,12
blastoise,SV,Water Pulse,Level up,15
blastoise,SV,Protect,Level up,20
blastoise,SV,Rain Dance,Level up,25
blastoise,SV,Aqua Tail,Level up,30
blastoise,SV,Shell Smash,Level up,35
blastoise,SV,Iron Defense,Level up,42
blastoise,SV,Hydro Pump,Level up,49
blastoise,SV,Wave Crash,Level up,56
blastoise,SV,Aqua Jet,Egg,
blastoise,SV,Aqua Ring,Egg,
blastoise,SV,Fake Out,Egg,
blastoise,SV,Flail,Egg,
blastoise,SV,Life Dew,Egg,
blastoise,SV,Mirror Coat,Egg,
blastoise,SV,Mist,Egg,
blastoise,SV,Water Spout,Egg,
blastoise,SV,Yawn,Egg,
blastoise,SV,Aura Sphere,TM,
blastoise,SV,Avalanche,TM,
blastoise,SV,Blizzard,TM,
blastoise,SV,Body Press,TM,
blastoise,SV,Body Slam,TM,
blastoise,SV,Brick Break,TM,
blastoise,SV,Chilling Water,TM,
blastoise,SV,Crunch,TM,
blastoise,SV,Dark Pulse,TM,
blastoise,SV,Dig,TM,
blastoise,SV,Double-Edge,TM,
blastoise,SV,Dragon Pulse,TM,
blastoise,SV,Earthquake,TM,
blastoise,SV,Endure,TM,
blastoise,SV,Facade,TM,
blastoise,SV,Flash Cannon,TM,
blastoise,SV,Fling,TM,
blastoise,SV,Flip Turn,TM,
blastoise,SV,Focus Blast,TM,
blastoise,SV,Focus Punch,TM,
blastoise,SV,Giga Impact,TM,
blastoise,SV,Gyro Ball,TM,
blastoise,SV,Haze,TM,
blastoise,SV,Helping Hand,TM,
blastoise,SV,Hydro Cannon,TM,
blastoise,SV,Hydro Pump,TM,
blastoise,SV,Hyper Beam,TM,
blastoise,SV,Ice Beam,TM,
blastoise,SV,Ice Punch,TM,
blastoise,SV,Ice Spinner,TM,
blastoise,SV,Icy Wind,TM,
blastoise,SV,Iron Defense,TM,
blastoise,SV,Liquidation,TM,
blastoise,SV,Mud Shot,TM,
blastoise,SV,Muddy Water,TM,
blastoise,SV,Protect,TM,
blastoise,SV,Rain Dance,TM,
blastoise,SV,Rest,TM,
blastoise,SV,Roar,TM,
blastoise,SV,Rock Slide,TM,
blastoise,SV,Rock Tomb,TM,
blastoise,SV,Scary Face,TM,
blastoise,SV,Sleep Talk,TM,
blastoise,SV,Smack Down,TM,
blastoise,SV,Substitute,TM,
blastoise,SV,Surf,TM,
blastoise,SV,Take Down,TM,
blastoise,SV,Tera Blast,TM,
blastoise,SV,Water Pledge,TM,
blastoise,SV,Water Pulse,TM,
blastoise,SV,Weather Ball,TM,
blastoise,SV,Whirlpool,TM,
blastoise,SV,Zen Headbutt,TM,
chikorita,SV,Tackle,Level up,1
chikorita,SV,Growl,Level up,1
chikorita,SV,Razor Leaf,Level up,6
chikorita,SV,Poison Powder,Level up,9
chikorita,SV,Synthesis,Level up,12
chikorita,SV,Reflect,Level up,17
chikorita,SV,Magical Leaf,Level up,20
chikorita,SV,Leech Seed,Level up,23
chikorita,SV,Sweet Scent,Level up,28
chikorita,SV,Light Screen,Level up,31
chikorita,SV,Body Slam,Level up,34
chikorita,SV,Safeguard,Level up,39
chikorita,SV,Giga Drain,Level up,42
chikorita,SV,Solar Beam,Level up,45
chikorita,SV,Ancient Power,Egg,
chikorita,SV,Counter,Egg,
chikorita,SV,Flail,Egg,
chikorita,SV,Heal Pulse,Egg,
chikorita,SV,Ingrain,Egg,
chikorita,SV,Vine Whip,Egg,
chikorita,SV,Body Slam,TM,
chikorita,SV,Bullet Seed,TM,
chikorita,SV,Charm,TM,
chikorita,SV,Curse,TM,
chikorita,SV,Double-Edge,TM,
chikorita,SV,Encore,TM,
chikorita,SV,Endure,TM,
chikorita,SV,Energy Ball,TM,
chikorita,SV,Facade,TM,
chikorita,SV,Fake Tears,TM,
chikorita,SV,Giga Drain,TM,
chikorita,SV,Grass Knot,TM,
chikorita,SV,Grass Pledge,TM,
chikorita,SV,Grassy Glide,TM,
chikorita,SV,Grassy Terrain,TM,
chikorita,SV,Helping Hand,TM,
chikorita,SV,Leaf Storm,TM,
chikorita,SV,Light Screen,TM,
chikorita,SV,Magical Leaf,TM,
chikorita,SV,Mud-Slap,TM,
chikorita,SV,Protect,TM,
chikorita,SV,Reflect,TM,
chikorita,SV,Rest,TM,
chikorita,SV,Seed Bomb,TM,
chikorita,SV,Sleep Talk,TM,
chikorita,SV,Solar Beam,TM,
chikorita,SV,Solar Blade,TM,
chikorita,SV,Substitute,TM,
chikorita,SV,Sunny Day,TM,
chikorita,SV,Swords Dance,TM,
chikorita,SV,Take Down,TM,
chikorita,SV,Tera Blast,TM,
chikorita,SV,Trailblaze,TM,
bayleef,SV,Tackle,Level up,1
bayleef,SV,Growl,Level up,1
bayleef,SV,Razor Leaf,Level up,1
bayleef,SV,Poison Powder,Level up,1
bayleef,SV,Synthesis,Level up,12
bayleef,SV,Reflect,Level up,18
bayleef,SV,Magical Leaf,Level up,22
bayleef,SV,Leech Seed,Level up,26
bayleef,SV,Sweet Scent,Level up,32
bayleef,SV,Light Screen,Level up,36
bayleef,SV,Body Slam,Level up,40
bayleef,SV,Safeguard,Level up,46
bayleef,SV,Giga Drain,Level up,50
bayleef,SV,Solar Beam,Level up,54
bayleef,SV,Ancient Power,Egg,
bayleef,SV,Counter,Egg,
bayleef,SV,Flail,Egg,
bayleef,SV,Heal Pulse,Egg,
bayleef,SV,Ingrain,Egg,
bayleef,SV,Vine Whip,Egg,
bayleef,SV,Body Slam,TM,
bayleef,SV,Bullet Seed,TM,
bayleef,SV,Charm,TM,
bayleef,SV,Curse,TM,
bayleef,SV,Double-Edge,TM,
bayleef,SV,Encore,TM,
bayleef,SV,Endure,TM,
bayleef,SV,Energy Ball,TM,
bayleef,SV,Facade,TM,
bayleef,SV,Fake Tears,TM,
bayleef,SV,Giga Drain,TM,
bayleef,SV,Grass Knot,TM,
bayleef,SV,Grass Pledge,TM,
bayleef,SV,Grassy Glide,TM,
bayleef,SV,Grassy Terrain,TM,
bayleef,SV,Helping Hand,TM,
bayleef,SV,Knock Off,TM,
bayleef,SV,Leaf Storm,TM,
bayleef,SV,Light Screen,TM,
bayleef,SV,Magical Leaf,TM,
bayleef,SV,Mud-Slap,TM,
bayleef,SV,Protect,TM,
bayleef,SV,Reflect,TM,
bayleef,SV,Rest,TM,
bayleef,SV,Seed Bomb,TM,
bayleef,SV,Sleep Talk,TM,
bayleef,SV,Solar Beam,TM,
bayleef,SV,Solar Blade,TM,
bayleef,SV,Stomping Tantrum,TM,
bayleef,SV,Substitute,TM,
bayleef,SV,Sunny Day,TM,
bayleef,SV,Swords Dance,TM,
bayleef,SV,Take Down,TM,
bayleef,SV,Tera Blast,TM,
bayleef,SV,Trailblaze,TM,
meganium,SV,Petal Dance,Evolution,
meganium,SV,Tackle,Level up,1
meganium,SV,Growl,Level up,1
meganium,SV,Razor Leaf,Level up,1
meganium,SV,Poison Powder,Level up,1
meganium,SV,Petal Blizzard,Level up,1
meganium,SV,Synthesis,Level up,12
meganium,SV,Reflect,Level up,18
meganium,SV,Magical Leaf,Level up,22
meganium,SV,Leech Seed,Level up,26
meganium,SV,Sweet Scent,Level up,34
meganium,SV,Light Screen,Level up,40
meganium,SV,Body Slam,Level up,46
meganium,SV,Safeguard,Level up,54
meganium,SV,Giga Drain,Level up,60
meganium,SV,Solar Beam,Level up,65
meganium,SV,Ancient Power,Egg,
meganium,SV,Counter,Egg,
meganium,SV,Flail,Egg,
meganium,SV,Heal Pulse,Egg,
meganium,SV,Ingrain,Egg,
meganium,SV,Vine Whip,Egg,
meganium,SV,Body Press,TM,
meganium,SV,Body Slam,TM,
meganium,SV,Bulldoze,TM,
meganium,SV,Bullet Seed,TM,
meganium,SV,Charm,TM,
meganium,SV,Curse,TM,
meganium,SV,Double-Edge,TM,
meganium,SV,Dragon Tail,TM,
meganium,SV,Earthquake,TM,
meganium,SV,Encore,TM,
meganium,SV,Endeavor,TM,
meganium,SV,Endure,TM,
meganium,SV,Energy Ball,TM,
meganium,SV,Facade,TM,
meganium,SV,Fake Tears,TM,
meganium,SV,Frenzy Plant,TM,
meganium,SV,Giga Drain,TM,
meganium,SV,Giga Impact,TM,
meganium,SV,Grass Knot,TM,
meganium,SV,Grass Pledge,TM,
meganium,SV,Grassy Glide,TM,
meganium,SV,Grassy Terrain,TM,
meganium,SV,Helping Hand,TM,
meganium,SV,Hyper Beam,TM,
meganium,SV,Knock Off,TM,
meganium,SV,Leaf Storm,TM,
meganium,SV,Light Screen,TM,
meganium,SV,Magical Leaf,TM,
meganium,SV,Mud-Slap,TM,
meganium,SV,Outrage,TM,
meganium,SV,Petal Blizzard,TM,
meganium,SV,Protect,TM,
meganium,SV,Reflect,TM,
meganium,SV,Rest,TM,
meganium,SV,Seed Bomb,TM,
meganium,SV,Sleep Talk,TM,
meganium,SV,Solar Beam,TM,
meganium,SV,Solar Blade,TM,
meganium,SV,Stomping Tantrum,TM,
meganium,SV,Substitute,TM,
meganium,SV,Sunny Day,TM,
meganium,SV,Swords Dance,TM,
meganium,SV,Take Down,TM,
meganium,SV,Tera Blast,TM,
meganium,SV,Trailblaze,TM,
meganium,SV,Weather Ball,TM,
meganium,SV,Zen Headbutt,TM,
cyndaquil,SV,Tackle,Level up,1
cyndaquil,SV,Leer,Level up,1
cyndaquil,SV,Smokescreen,Level up,6
cyndaquil,SV,Ember,Level up,10
cyndaquil,SV,Quick Attack,Level up,13
cyndaquil,SV,Flame Wheel,Level up,19
cyndaquil,SV,Defense Curl,Level up,22
cyndaquil,SV,Flame Charge,Level up,28
cyndaquil,SV,Swift,Level up,31
cyndaquil,SV,Lava Plume,Level up,37
cyndaquil,SV,Flamethrower,Level up,40
cyndaquil,SV,Inferno,Level up,46
cyndaquil,SV,Rollout,Level up,49
cyndaquil,SV,Double-Edge,Level up,55
cyndaquil,SV,Overheat,Level up,58
cyndaquil,SV,Eruption,Level up,64
cyndaquil,SV,Covet,Egg,
cyndaquil,SV,Curse,Egg,
cyndaquil,SV,Double Kick,Egg,
cyndaquil,SV,Extrasensory,Egg,
cyndaquil,SV,Howl,Egg,
cyndaquil,SV,Reversal,Egg,
cyndaquil,SV,Aerial Ace,TM,
cyndaquil,SV,Body Slam,TM,
cyndaquil,SV,Burning Jealousy,TM,
cyndaquil,SV,Curse,TM,
cyndaquil,SV,Dig,TM,
cyndaquil,SV,Double-Edge,TM,
cyndaquil,SV,Endure,TM,
cyndaquil,SV,Facade,TM,
cyndaquil,SV,Fire Blast,TM,
cyndaquil,SV,Fire Fang,TM,
cyndaquil,SV,Fire Pledge,TM,
cyndaquil,SV,Fire Spin,TM,
cyndaquil,SV,Flame Charge,TM,
cyndaquil,SV,Flamethrower,TM,
cyndaquil,SV,Flare Blitz,TM,
cyndaquil,SV,Heat Wave,TM,
cyndaquil,SV,Iron Head,TM,
cyndaquil,SV,Overheat,TM,
cyndaquil,SV,Play Rough,TM,
cyndaquil,SV,Protect,TM,
cyndaquil,SV,Rest,TM,
cyndaquil,SV,Reversal,TM,
cyndaquil,SV,Roar,TM,
cyndaquil,SV,Sleep Talk,TM,
cyndaquil,SV,Substitute,TM,
cyndaquil,SV,Sunny Day,TM,
cyndaquil,SV,Swift,TM,
cyndaquil,SV,Take Down,TM,
cyndaquil,SV,Temper Flare,TM,
cyndaquil,SV,Tera Blast,TM,
cyndaquil,SV,Wild Charge,TM,
cyndaquil,SV,Will-O-Wisp,TM,
cyndaquil,SV,Zen Headbutt,TM,
quilava,SV,Tackle,Level up,1
quilava,SV,Leer,Level up,1
quilava,SV,Smokescreen,Level up,1
quilava,SV,Ember,Level up,10
quilava,SV,Quick Attack,Level up,13
quilava,SV,Flame Wheel,Level up,20
quilava,SV,Defense Curl,Level up,24
quilava,SV,Swift,Level up,31
quilava,SV,Flame Charge,Level up,35
quilava,SV,Lava Plume,Level up,42
quilava,SV,Flamethrower,Level up,46
quilava,SV,Inferno,Level up,53
quilava,SV,Rollout,Level up,57
quilava,SV,Double-Edge,Level up,64
quilava,SV,Overheat,Level up,68
quilava,SV,Eruption,Level up,75
quilava,SV,Covet,Egg,
quilava,SV,Curse,Egg,
quilava,SV,Double Kick,Egg,
quilava,SV,Extrasensory,Egg,
quilava,SV,Howl,Egg,
quilava,SV,Reversal,Egg,
quilava,SV,Aerial Ace,TM,
quilava,SV,Body Slam,TM,
quilava,SV,Brick Break,TM,
quilava,SV,Burning Jealousy,TM,
quilava,SV,Curse,TM,
quilava,SV,Dig,TM,
quilava,SV,Double-Edge,TM,
quilava,SV,Endeavor,TM,
quilava,SV,Endure,TM,
quilava,SV,Facade,TM,
quilava,SV,Fire Blast,TM,
quilava,SV,Fire Fang,TM,
quilava,SV,Fire Pledge,TM,
quilava,SV,Fire Spin,TM,
quilava,SV,Flame Charge,TM,
quilava,SV,Flamethrower,TM,
quilava,SV,Flare Blitz,TM,
quilava,SV,Heat Wave,TM,
quilava,SV,Iron Head,TM,
quilava,SV,Overheat,TM,
quilava,SV,Play Rough,TM,
quilava,SV,Protect,TM,
quilava,SV,Rest,TM,
quilava,SV,Reversal,TM,
quilava,SV,Roar,TM,
quilava,SV,Sleep Talk,TM,
quilava,SV,Substitute,TM,
quilava,SV,Sunny Day,TM,
quilava,SV,Swift,TM,
quilava,SV,Take Down,TM,
quilava,SV,Temper Flare,TM,
quilava,SV,Tera Blast,TM,
quilava,SV,Wild Charge,TM,
quilava,SV,Will-O-Wisp,TM,
quilava,SV,Zen Headbutt,TM,
typhlosion,SV,Tackle,Level up,1
typhlosion,SV,Double-Edge,Level up,1
typhlosion,SV,Leer,Level up,1
typhlosion,SV,Ember,Level up,1
typhlosion,SV,Gyro Ball,Level up,1
typhlosion,SV,Smokescreen,Level up,1
typhlosion,SV,Eruption,Level up,1
typhlosion,SV,Quick Attack,Level up,13
typhlosion,SV,Flame Wheel,Level up,20
typhlosion,SV,Defense Curl,Level up,24
typhlosion,SV,Swift,Level up,31
typhlosion,SV,Flame Charge,Level up,35
typhlosion,SV,Lava Plume,Level up,43
typhlosion,SV,Flamethrower,Level up,48
typhlosion,SV,Inferno,Level up,56
typhlosion,SV,Rollout,Level up,61
typhlosion,SV,Overheat,Level up,74
typhlosion,SV,Covet,Egg,
typhlosion,SV,Curse,Egg,
typhlosion,SV,Double Kick,Egg,
typhlosion,SV,Extrasensory,Egg,
typhlosion,SV,Howl,Egg,
typhlosion,SV,Reversal,Egg,
typhlosion,SV,Aerial Ace,TM,
typhlosion,SV,Blast Burn,TM,
typhlosion,SV,Body Slam,TM,
typhlosion,SV,Brick Break,TM,
typhlosion,SV,Bulldoze,TM,
typhlosion,SV,Burning Jealousy,TM,
typhlosion,SV,Calm Mind,TM,
typhlosion,SV,Confuse Ray,TM,
typhlosion,SV,Curse,TM,
typhlosion,SV,Dig,TM,
typhlosion,SV,Double-Edge,TM,
typhlosion,SV,Earthquake,TM,
typhlosion,SV,Endeavor,TM,
typhlosion,SV,Endure,TM,
typhlosion,SV,Facade,TM,
typhlosion,SV,Fire Blast,TM,
typhlosion,SV,Fire Fang,TM,
typhlosion,SV,Fire Pledge,TM,
typhlosion,SV,Fire Punch,TM,
typhlosion,SV,Fire Spin,TM,
typhlosion,SV,Flame Charge,TM,
typhlosion,SV,Flamethrower,TM,
typhlosion,SV,Flare Blitz,TM,
typhlosion,SV,Fling,TM,
typhlosion,SV,Focus Blast,TM,
typhlosion,SV,Focus Punch,TM,
typhlosion,SV,Giga Impact,TM,
typhlosion,SV,Gyro Ball,TM,
typhlosion,SV,Heat Wave,TM,
typhlosion,SV,Helping Hand,TM,
typhlosion,SV,Hex,TM,
typhlosion,SV,Hyper Beam,TM,
typhlosion,SV,Iron Head,TM,
typhlosion,SV,Low Kick,TM,
typhlosion,SV,Night Shade,TM,
typhlosion,SV,Overheat,TM,
typhlosion,SV,Play Rough,TM,
typhlosion,SV,Poltergeist,TM,
typhlosion,SV,Protect,TM,
typhlosion,SV,Rest,TM,
typhlosion,SV,Reversal,TM,
typhlosion,SV,Roar,TM,
typhlosion,SV,Rock Slide,TM,
typhlosion,SV,Rock Tomb,TM,
typhlosion,SV,Scorching Sands,TM,
typhlosion,SV,Shadow Ball,TM,
typhlosion,SV,Shadow Claw,TM,
typhlosion,SV,Sleep Talk,TM,
typhlosion,SV,Solar Beam,TM,
typhlosion,SV,Spite,TM,
typhlosion,SV,Stomping Tantrum,TM,
typhlosion,SV,Substitute,TM,
typhlosion,SV,Sunny Day,TM,
typhlosion,SV,Swift,TM,
typhlosion,SV,Take Down,TM,
typhlosion,SV,Temper Flare,TM,
typhlosion,SV,Tera Blast,TM,
typhlosion,SV,Throat Chop,TM,
typhlosion,SV,Thunder Punch,TM,
typhlosion,SV,Wild Charge,TM,
typhlosion,SV,Will-O-Wisp,TM,
typhlosion,SV,Zen Headbutt,TM,
totodile,SV,Scratch,Level up,1
totodile,SV,Leer,Level up,1
totodile,SV,Water Gun,Level up,6
totodile,SV,Bite,Level up,9
totodile,SV,Scary Face,Level up,13
totodile,SV,Ice Fang,Level up,19
totodile,SV,Flail,Level up,22
totodile,SV,Crunch,Level up,27
totodile,SV,Slash,Level up,30
totodile,SV,Screech,Level up,33
totodile,SV,Thrash,Level up,37
totodile,SV,Aqua Tail,Level up,41
totodile,SV,Superpower,Level up,45
totodile,SV,Hydro Pump,Level up,50
totodile,SV,Ancient Power,Egg,
totodile,SV,Aqua Jet,Egg,
totodile,SV,Block,Egg,
totodile,SV,Counter,Egg,
totodile,SV,Flatter,Egg,
totodile,SV,Aerial Ace,TM,
totodile,SV,Blizzard,TM,
totodile,SV,Breaking Swipe,TM,
totodile,SV,Brick Break,TM,
totodile,SV,Chilling Water,TM,
totodile,SV,Crunch,TM,
totodile,SV,Curse,TM,
totodile,SV,Dig,TM,
totodile,SV,Double-Edge,TM,
totodile,SV,Dragon Claw,TM,
totodile,SV,Dragon Dance,TM,
totodile,SV,Endeavor,TM,
totodile,SV,Endure,TM,
totodile,SV,Facade,TM,
totodile,SV,Fake Tears,TM,
totodile,SV,Fling,TM,
totodile,SV,Flip Turn,TM,
totodile,SV,Focus Punch,TM,
totodile,SV,Hydro Pump,TM,
totodile,SV,Ice Beam,TM,
totodile,SV,Ice Fang,TM,
totodile,SV,Ice Punch,TM,
totodile,SV,Icy Wind,TM,
totodile,SV,Liquidation,TM,
totodile,SV,Low Kick,TM,
totodile,SV,Metal Claw,TM,
totodile,SV,Mud-Slap,TM,
totodile,SV,Muddy Water,TM,
totodile,SV,Protect,TM,
totodile,SV,Rain Dance,TM,
totodile,SV,Rest,TM,
totodile,SV,Rock Slide,TM,
totodile,SV,Rock Tomb,TM,
totodile,SV,Scary Face,TM,
totodile,SV,Shadow Claw,TM,
totodile,SV,Sleep Talk,TM,
totodile,SV,Spite,TM,
totodile,SV,Substitute,TM,
totodile,SV,Surf,TM,
totodile,SV,Swords Dance,TM,
totodile,SV,Take Down,TM,
totodile,SV,Tera Blast,TM,
totodile,SV,Thief,TM,
totodile,SV,Trailblaze,TM,
totodile,SV,Uproar,TM,
totodile,SV,Water Pledge,TM,
totodile,SV,Water Pulse,TM,
totodile,SV,Waterfall,TM,
totodile,SV,Whirlpool,TM,
croconaw,SV,Scratch,Level up,1
croconaw,SV,Leer,Level up,1
croconaw,SV,Water Gun,Level up,1
croconaw,SV,Bite,Level up,13
croconaw,SV,Scary Face,Level up,15
croconaw,SV,Ice Fang,Level up,21
croconaw,SV,Flail,Level up,24
croconaw,SV,Crunch,Level up,30
croconaw,SV,Slash,Level up,34
croconaw,SV,Screech,Level up,37
croconaw,SV,Thrash,Level up,42
croconaw,SV,Aqua Tail,Level up,47
croconaw,SV,Superpower,Level up,50
croconaw,SV,Hydro Pump,Level up,55
croconaw,SV,Ancient Power,Egg,
croconaw,SV,Aqua Jet,Egg,
croconaw,SV,Block,Egg,
croconaw,SV,Counter,Egg,
croconaw,SV,Flatter,Egg,
croconaw,SV,Aerial Ace,TM,
croconaw,SV,Blizzard,TM,
croconaw,SV,Breaking Swipe,TM,
croconaw,SV,Brick Break,TM,
croconaw,SV,Chilling Water,TM,
croconaw,SV,Crunch,TM,
croconaw,SV,Curse,TM,
croconaw,SV,Dig,TM,
croconaw,SV,Double-Edge,TM,
croconaw,SV,Dragon Claw,TM,
croconaw,SV,Dragon Dance,TM,
croconaw,SV,Endeavor,TM,
croconaw,SV,Endure,TM,
croconaw,SV,Facade,TM,
croconaw,SV,Fake Tears,TM,
croconaw,SV,Fling,TM,
croconaw,SV,Flip Turn,TM,
croconaw,SV,Focus Punch,TM,
croconaw,SV,Hydro Pump,TM,
croconaw,SV,Ice Beam,TM,
croconaw,SV,Ice Fang,TM,
croconaw,SV,Ice Punch,TM,
croconaw,SV,Icy Wind,TM,
croconaw,SV,Liquidation,TM,
croconaw,SV,Low Kick,TM,
croconaw,SV,Metal Claw,TM,
croconaw,SV,Mud-Slap,TM,
croconaw,SV,Muddy Water,TM,
croconaw,SV,Protect,TM,
croconaw,SV,Psychic Fangs,TM,
croconaw,SV,Rain Dance,TM,
croconaw,SV,Rest,TM,
croconaw,SV,Roar,TM,
croconaw,SV,Rock Slide,TM,
croconaw,SV,Rock Tomb,TM,
croconaw,SV,Scary Face,TM,
croconaw,SV,Shadow Claw,TM,
croconaw,SV,Sleep Talk,TM,
croconaw,SV,Spite,TM,
croconaw,SV,Substitute,TM,
croconaw,SV,Surf,TM,
croconaw,SV,Swords Dance,TM,
croconaw,SV,Take Down,TM,
croconaw,SV,Tera Blast,TM,
croconaw,SV,Thief,TM,
croconaw,SV,Trailblaze,TM,
croconaw,SV,Uproar,TM,
croconaw,SV,Water Pledge,TM,
croconaw,SV,Water Pulse,TM,
croconaw,SV,Waterfall,TM,
croconaw,SV,Whirlpool,TM,
feraligatr,SV,Scratch,Level up,1
feraligatr,SV,Leer,Level up,1
feraligatr,SV,Water Gun,Level up,1
feraligatr,SV,Agility,Level up,1
feraligatr,SV,Bite,Level up,13
feraligatr,SV,Scary Face,Level up,15
feraligatr,SV,Ice Fang,Level up,21
feraligatr,SV,Flail,Level up,24
feraligatr,SV,Crunch,Level up,32
feraligatr,SV,Slash,Level up,37
feraligatr,SV,Screech,Level up,44
feraligatr,SV,Thrash,Level up,51
feraligatr,SV,Aqua Tail,Level up,59
feraligatr,SV,Superpower,Level up,65
feraligatr,SV,Hydro Pump,Level up,70
feraligatr,SV,Ancient Power,Egg,
feraligatr,SV,Aqua Jet,Egg,
feraligatr,SV,Block,Egg,
feraligatr,SV,Counter,Egg,
feraligatr,SV,Flatter,Egg,
feraligatr,SV,Aerial Ace,TM,
feraligatr,SV,Agility,TM,
feraligatr,SV,Avalanche,TM,
feraligatr,SV,Blizzard,TM,
feraligatr,SV,Body Slam,TM,
feraligatr,SV,Breaking Swipe,TM,
feraligatr,SV,Brick Break,TM,
feraligatr,SV,Bulldoze,TM,
