id,name,type_id,category_id,flavor_text,base_power,accuracy,pp
527,Poltergeist,14,1,The user attacks by controlling the target’s item. This move fails if the target isn’t holding an item.,110,90,5
528,Population Bomb,1,1,The user’s fellows gather in droves to perform a combo attack that hits the target one to ten times in a row.,20,90,10
529,Pounce,12,1,The user attacks by pouncing on the target. This also lowers the target’s Speed stat.,50,100,20
530,Pound,1,1,"The target is physically pounded with a long tail, a foreleg, or the like.",40,100,35
531,Powder,12,3,"The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target.",,100,20
532,Powder Snow,6,2,The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen.,40,100,25
533,Power Gem,13,2,The user attacks with a ray of light that sparkles as if it were made of gemstones.,80,100,20
534,Power Shift,1,3,The user swaps its Attack and Defense stats.,,,10
535,Power Split,11,3,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,,,10
536,Power Swap,11,3,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,,,10
537,Power Trick,11,3,The user employs its psychic power to switch its Attack stat with its Defense stat.,,,10
538,Power Trip,16,1,"The user boasts its strength and attacks the target. The more the user’s stats are boosted, the greater the move’s power.",20,100,10
539,Power Whip,5,1,"The user violently whirls its vines, tentacles, or the like to lash the target.",120,85,10
540,Power-Up Punch,7,1,Striking opponents over and over makes the user’s fists harder. Hitting a target raises the Attack stat.,40,100,20
541,Precipice Blades,9,1,The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone.,120,85,10
542,Present,1,1,"The user attacks by giving the target a gift with a hidden trap. The gift restores HP sometimes, however.",,90,15
543,Prismatic Laser,11,2,The user shoots powerful lasers using the power of a prism. The user can’t move on the next turn.,160,100,10
544,Protect,1,3,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,,,10
545,Psybeam,11,2,The target is attacked with a peculiar ray. This may also confuse the target.,65,100,20
546,Psyblade,11,1,Power increases on Electric Terrain.,80,100,15
547,Psych Up,1,3,The user hypnotizes itself into copying any stat change made by the target.,,,10
548,Psychic,11,2,The target is hit with a strong telekinetic force to inflict damage. This may also lower the target’s Sp. Def stat.,90,100,10
549,Psychic Fangs,11,1,"The user attacks by biting the target with its psychic capabilities. This move can also break barriers, such as Light Screen and Reflect.",85,100,10
550,Psychic Terrain,11,3,This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.,,,10
551,Psycho Boost,11,2,The user attacks the target at full power. The attack’s recoil harshly lowers the user’s Sp. Atk stat.,140,90,5
552,Psycho Cut,11,1,The user tears at the target with blades formed by psychic power. This move has a heightened chance of landing a critical hit.,70,100,20
553,Psycho Shift,11,3,"Using its psychic power of suggestion, the user transfers its status conditions to the target.",,100,10
554,Psyshield Bash,11,1,"Cloaking itself in psychic energy, the user slams into the target. This also boosts the user’s Defense stat.",70,90,10
555,Psyshock,11,2,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,80,100,10
556,Psystrike,11,2,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,100,100,10
557,Psywave,11,2,The target is attacked with an odd psychic wave. The attack varies in intensity.,,100,15
558,Pulverizing Pancake,1,1,"Z-Power brings out the true capabilities of the user, Snorlax. The Pokémon moves its enormous body energetically and attacks the target with full force.",210,,1
559,Punishment,16,1,"The more the target has powered up with stat changes, the greater the move’s power.",,100,5
560,Purify,8,3,"The user cures the target’s status condition. If the move succeeds, it also restores the user’s own HP.",,,20
561,Pursuit,16,1,The power of this attack move is doubled if it’s used on a target that’s switching out of battle.,40,100,20
562,Pyro Ball,2,1,The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.,120,90,5
563,Quash,16,3,The user suppresses the target and makes its move go last.,,100,15
564,Quick Attack,1,1,"The user lunges at the target to inflict damage, moving at blinding speed. This move always goes first.",40,100,30
565,Quick Guard,7,3,The user protects itself and its allies from priority moves.,,,15
566,Quiver Dance,12,3,"The user lightly performs a beautiful, mystic dance. This boosts the user’s Sp. Atk, Sp. Def, and Speed stats.",,,20
567,Rage,1,1,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle.",20,100,20
568,Rage Fist,14,1,"The user converts its rage into energy to attack. The more times the user has been hit by attacks, the greater the move’s power.",50,100,10
569,Rage Powder,12,3,The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.,,,20
570,Raging Bull,1,1,"The user performs a tackle like a raging bull. This move’s type depends on the user’s form. It can also break barriers, such as Light Screen and Reflect.",90,100,10
571,Raging Fury,2,1,The user rampages around spewing flames for two to three turns. The user then becomes confused.,120,100,10
572,Rain Dance,3,3,"The user summons a heavy rain that falls for five turns, powering up Water-type attacks. The rain also lowers the power of Fire-type attacks.",,,5
573,Rapid Spin,1,1,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also boosts the user’s Speed stat.",50,100,40
574,Razor Leaf,5,1,Sharp-edged leaves are launched to slash at opposing Pokémon. This move has a heightened chance of landing a critical hit.,55,95,25
575,Razor Shell,3,1,The user cuts the target with sharp shells to inflict damage. This may also lower the target’s Defense stat.,75,95,10
576,Razor Wind,1,2,"In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.",80,100,10
577,Recover,1,3,"The user regenerates its cells, restoring its own HP by up to half its max HP.",,,5
578,Recycle,1,3,The user recycles a held item that has been used in battle so it can be used again.,,,10
579,Reflect,11,3,A wondrous wall of light is put up to reduce damage from physical moves for five turns.,,,20
580,Reflect Type,1,3,The user reflects the target’s type to become the same type as the target.,,,15
581,Refresh,1,3,"The user rests to cure itself of poisoning, a burn, or paralysis.",,,20
582,Relic Song,1,2,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.,75,100,10
583,Rest,11,3,The user goes to sleep for two turns. This fully restores the user’s HP and cures any status conditions.,,,5
584,Retaliate,1,1,The user takes revenge for a fainted ally. This move’s power is boosted if an ally fainted in the previous turn.,70,100,5
585,Return,1,1,This full-power attack grows more powerful the more the user likes its Trainer.,,100,20
586,Revelation Dance,1,2,The user attacks the target by dancing with all its might. This move becomes the same type as the user’s type.,90,100,15
587,Revenge,7,1,This attack move’s power is doubled if the user has been hurt by the opponent in the same turn.,60,100,10
588,Reversal,7,1,An all-out attack that becomes more powerful the less HP the user has.,,100,15
589,Revival Blessing,1,3,"The user bestows a loving blessing, reviving a party Pokémon that has fainted and restoring half that Pokémon’s max HP.",,,1
590,Rising Voltage,4,2,The user attacks with electricity rising from the ground. This move’s power is doubled if the target is on Electric Terrain.,70,100,20
591,Roar,1,3,"The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,,20
592,Roar of Time,15,2,The user blasts the target with power that distorts even time. The user can’t move on the next turn.,150,90,5
593,Rock Blast,13,1,The user attacks by hurling hard rocks at the target. This move hits two to five times in a row.,25,90,10
594,Rock Climb,1,1,A charging attack that may also leave the foe confused. It’s also one of the Pokétch’s hidden moves.,90,85,20
595,Rock Polish,13,3,The user polishes its body to reduce drag. This sharply boosts the user’s Speed stat.,,,20
596,Rock Slide,13,1,Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.,75,90,10
597,Rock Smash,7,1,The user attacks with a punch. This may also lower the target’s Defense stat.,40,100,15
598,Rock Throw,13,1,The user picks up and throws a small rock at the target to inflict damage.,50,90,15
599,Rock Tomb,13,1,The user hurls boulders at the target to inflict damage. This also lowers the target’s Speed stat by cutting off its movement.,60,95,15
600,Rock Wrecker,13,1,The user launches a huge boulder at the target to attack. The user can’t move on the next turn.,150,90,5
601,Role Play,11,3,"The user mimics the target completely, copying the target’s Ability.",,,10
602,Rolling Kick,7,1,"The user lashes out with a quick, spinning kick. This may also make the target flinch.",60,85,15
603,Rollout,13,1,The user continually rolls into the target over five turns. This attack becomes more powerful each time it hits.,30,90,20
604,Roost,10,3,The user lands and rests its body. This move restores the user’s HP by up to half its max HP.,,,5
605,Rototiller,9,3,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon.",,,10
606,Round,1,2,"The user attacks the target with a song. If others use this move, they will act immediately after the initial user, and the power of their Rounds will be boosted.",60,100,15
607,Ruination,16,2,The user summons a ruinous disaster. This cuts the target’s HP in half.,1,90,10
608,Sacred Fire,2,1,The target is razed with a mystical fire of great intensity. This may also leave the target with a burn.,100,95,5
609,Sacred Sword,7,1,The user attacks by slicing with a sword. The target’s stat changes don’t affect the damage inflicted by this move.,90,100,15
610,Safeguard,1,3,The user creates a protective field that prevents status conditions for five turns.,,,25
611,Salt Cure,13,1,"The user salt cures the target, inflicting damage every turn. Steel and Water types are more strongly affected by this move.",40,100,15
612,Sand Attack,9,3,"Sand is hurled in the target’s face, lowering the target’s accuracy.",,100,15
613,Sand Tomb,9,1,The user traps the target inside a harshly raging sandstorm that inflicts damage for four to five turns.,35,85,15
614,Sandsear Storm,9,2,The user attacks by wrapping opposing Pokémon in fierce winds and searingly hot sand. This may also leave them with a burn.,100,80,10
615,Sandstorm,13,3,"A five-turn sandstorm is summoned to damage all Pokémon except Rock, Ground, and Steel types. The sandstorm also boosts the Sp. Def stats of Rock types.",,,10
616,Sappy Seed,5,1,The user grows a gigantic stalk that scatters seeds to attack the target. The seeds drain the target’s HP every turn.,90,100,15
617,Scald,3,2,The user attacks by shooting boiling hot water at the target. This may also leave the target with a burn.,80,100,15
618,Scale Shot,15,1,The user attacks by shooting scales two to five times in a row. This move boosts the user’s Speed stat but lowers its Defense stat.,25,90,20
619,Scary Face,1,3,The user frightens the target with a scary face to harshly lower its Speed stat.,,100,10
620,Scorching Sands,9,2,The user throws scorching sand at the target to attack. This may also leave the target with a burn.,70,100,10
621,Scratch,1,1,"Hard, pointed, sharp claws rake the target to inflict damage.",40,100,35
622,Screech,1,3,An earsplitting screech harshly lowers the target’s Defense stat.,,85,40
623,Searing Shot,2,2,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.,100,100,5
624,Searing Sunraze Smash,17,1,"After obtaining Z-Power, the user, Solgaleo, attacks the target with full force. This move can ignore the effect of the target’s Ability.",200,,1
625,Secret Power,1,1,The additional effects of this attack depend upon where it was used.,70,100,20
626,Secret Sword,7,2,The user cuts with its long horn. The odd power contained in the horn deals physical damage to the target.,85,100,10
627,Seed Bomb,5,1,The user attacks by slamming a barrage of hard-shelled seeds down on the target from above.,80,100,15
628,Seed Flare,5,2,The user emits a shock wave from its body to attack the target. This may also harshly lower the target’s Sp. Def stat.,120,85,5
629,Seismic Toss,7,1,The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.,,100,20
630,Self-Destruct,1,1,The user attacks everything around it by causing an explosion. The user faints upon using this move.,200,100,5
631,Shadow Ball,14,2,The user attacks by hurling a shadowy blob at the target. This may also lower the target’s Sp. Def stat.,80,100,15
632,Shadow Bone,14,1,The user attacks by beating the target with a bone that contains a spirit. This may also lower the target’s Defense stat.,85,100,10
633,Shadow Claw,14,1,The user attacks by slashing the target with a sharp claw made from shadows. This move has a heightened chance of landing a critical hit.,70,100,15
634,Shadow Force,14,1,"The user disappears on the first turn, then attacks on the next turn. This move hits even if the target protects itself.",120,100,5
635,Shadow Punch,14,1,The user throws a punch from the shadows. This attack never misses.,60,,20
636,Shadow Sneak,14,1,The user extends its shadow and attacks the target from behind. This move always goes first.,40,100,30
637,Sharpen,1,3,"The user makes its edges more jagged, which raises its Attack stat.",,,30
638,Shed Tail,1,3,The user creates a substitute for itself using its own HP before switching places with a party Pokémon in waiting.,,,10
639,Sheer Cold,6,2,The target faints instantly. This move is less likely to hit the target if used by Pokémon other than Ice types.,,30,5
640,Shell Side Arm,8,2,This move is either physical or special—whichever will inflict more damage. This may also poison the target.,90,100,10
641,Shell Smash,1,3,"The user breaks its shell, which lowers its Defense and Sp. Def stats but sharply boosts its Attack, Sp. Atk, and Speed stats.",,,15
642,Shell Trap,2,2,"The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on opposing Pokémon.",150,100,5
643,Shelter,17,3,"The user makes its skin as hard as an iron shield, sharply boosting its Defense stat.",,,10
644,Shift Gear,17,3,"The user rotates its gears, boosting its Attack stat and sharply boosting its Speed stat.",,,10
645,Shock Wave,4,2,The user strikes the target with a quick jolt of electricity. This attack never misses.,60,,20
646,Shore Up,9,3,The user restores its own HP by up to half its max HP. It regains more HP in a sandstorm.,,,5
647,Signal Beam,12,2,The user attacks with a sinister beam of light. This may also confuse the target.,75,100,15
648,Silk Trap,12,3,"The user spins a silken trap, protecting itself from damage while lowering the Speed stat of any attacker that makes direct contact.",,,10
649,Silver Wind,12,2,The target is attacked with powdery scales blown by the wind. This may also raise all the user’s stats.,60,100,5
650,Simple Beam,1,3,The user emits a mysterious psychic wave that changes the target’s Ability to Simple.,,100,15
651,Sing,1,3,A soothing lullaby is sung in a beautiful voice that puts the target to sleep.,,55,15
652,Sinister Arrow Raid,14,1,"The user, Decidueye, creates countless arrows using its Z-Power and shoots the target with full force.",180,,1
653,Sizzly Slide,2,1,The user cloaks itself in fire and charges at the target. This also leaves the target with a burn.,90,100,15
654,Sketch,1,3,"This move enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.",,,1
655,Skill Swap,11,3,The user employs its psychic power to exchange Abilities with the target.,,,10
656,Skitter Smack,12,1,The user skitters behind the target to attack. This also lowers the target’s Sp. Atk stat.,70,90,10
657,Skull Bash,1,1,"The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.",130,100,10
658,Sky Attack,10,1,The user attacks the turn after using this move. This move has a heightened chance of landing a critical hit and may also make the target flinch.,140,90,5
659,Sky Drop,10,1,"The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.",60,100,10
660,Sky Uppercut,7,1,The user attacks the target with an uppercut thrown skyward with force.,85,90,15
661,Slack Off,1,3,"The user slacks off, restoring its own HP by up to half its max HP.",,,5
662,Slam,1,1,"The target is slammed with a long tail, vines, or the like to inflict damage.",80,75,20
663,Slash,1,1,"The target is attacked with a slash of claws, scythes, or the like. This move has a heightened chance of landing a critical hit.",70,100,20
664,Sleep Powder,5,3,The user scatters a cloud of soporific dust that puts the target to sleep.,,75,15
665,Sleep Talk,1,3,The user randomly uses one of the moves it knows. This move can only be used while the user is asleep.,,,10
666,Sludge,8,2,The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target.,65,100,20
667,Sludge Bomb,8,2,The user hurls unsanitary sludge at the target to inflict damage. This may also poison the target.,90,100,10
668,Sludge Wave,8,2,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those it hits.,95,100,10
669,Smack Down,13,1,"The user throws a stone or similar projectile to attack the target. If the target is in the air, it will be knocked down to the ground.",50,100,15
670,Smart Strike,17,1,The user stabs the target with a sharp horn. This attack never misses.,70,,10
671,Smelling Salts,1,1,"This attack’s power is doubled when used on a target with paralysis. This also cures the target’s paralysis, however.",70,100,10
672,Smog,8,2,The target is attacked with a discharge of filthy gases. This may also poison the target.,30,70,20
673,Smokescreen,1,3,The user releases an obscuring cloud of smoke or ink. This lowers the target’s accuracy.,,100,20
674,Snap Trap,5,1,The user snares the target in a snap trap that inflicts damage for four to five turns.,35,100,15
675,Snarl,16,2,"The user yells as if it’s ranting about something, which lowers the Sp. Atk stats of opposing Pokémon.",55,95,15
676,Snatch,16,3,The user steals the effects of any attempts to use a healing or stat-changing move.,,,10
677,Snipe Shot,3,2,"The user ignores the effects of opposing Pokémon’s moves and Abilities that draw in moves, allowing this move to hit the chosen target.",80,100,15
678,Snore,1,2,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,50,100,15
679,Snowscape,6,3,The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.,,,10
680,Soak,3,3,The user shoots a torrent of water that changes the target’s type to Water.,,100,20
681,Soft-Boiled,1,3,The user restores its own HP by up to half its max HP.,,,5
682,Solar Beam,5,2,"The user gathers light on the first turn, then blasts a bundled beam on the next turn.",120,100,10
683,Solar Blade,5,1,"The user gathers light on the first turn, then fills a blade with the light’s energy and attacks on the next turn.",125,100,10
684,Sonic Boom,1,2,The target is hit with a destructive shock wave that always inflicts 20 HP damage.,,90,20
685,Soul-Stealing 7-Star Strike,14,1,"After obtaining Z-Power, the user, Marshadow, punches and kicks the target consecutively with full force.",195,,1
686,Spacial Rend,15,2,The user tears the target along with the space around it. This move has a heightened chance of landing a critical hit.,100,95,5
687,Spark,4,1,The user attacks the target with an electrically charged tackle. This may also leave the target with paralysis.,65,100,20
688,Sparkling Aria,3,2,"The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be cured by the touch of these bubbles.",90,100,10
689,Sparkly Swirl,18,2,The user attacks the target by wrapping it with a whirlwind of an overpowering scent. This also heals all status conditions of the user’s party.,90,100,15
690,Spectral Thief,14,1,"The user hides in the target’s shadow, steals the target’s stat boosts, and then attacks.",90,100,10
691,Speed Swap,11,3,The user exchanges Speed stats with the target.,,,10
692,Spicy Extract,5,3,"The user emits an incredibly spicy extract, sharply boosting the target’s Attack stat and harshly lowering the target’s Defense stat.",,,15
693,Spider Web,12,3,"The user ensnares the target with thin, gooey silk so it can’t flee from battle.",,,10
694,Spike Cannon,1,1,Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.,20,100,15
695,Spikes,9,3,The user lays a trap of spikes at the feet of the opposing team. The spikes will damage opposing Pokémon that switch into battle.,,,20
696,Spiky Shield,5,3,"In addition to protecting the user from attacks, this move also damages any attacker that makes direct contact.",,,10
697,Spin Out,17,1,"The user spins furiously by straining its legs, inflicting damage on the target. This also harshly lowers the user’s Speed stat.",100,100,5
698,Spirit Break,18,1,The user attacks the target with so much force that it could break the target’s spirit. This also lowers the target’s Sp. Atk stat.,75,100,15
699,Spirit Shackle,14,1,The user attacks while simultaneously stitching the target’s shadow to the ground to prevent the target from fleeing.,80,100,10
700,Spit Up,1,2,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move’s power.",,100,10
701,Spite,14,3,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,,100,10
702,Splash,1,3,The user just flops and splashes around to no effect at all...,,,40
703,Splintered Stormshards,13,1,"After obtaining Z-Power, the user, Lycanroc, attacks the target with full force. This move negates the effect on the battlefield.",190,,1
704,Splishy Splash,3,2,The user charges a huge wave with electricity and hits the opposing Pokémon with the wave. This may also leave the opposing Pokémon with paralysis.,90,100,15
705,Spore,5,3,The user scatters bursts of spores that induce sleep.,,100,15
706,Spotlight,1,3,The user shines a spotlight on the target so that only the target will be attacked during the turn.,,,15
707,Springtide Storm,18,2,The user attacks by wrapping opposing Pokémon in fierce winds brimming with love and hate. This may also lower their Attack stats.,100,80,5
708,Stealth Rock,13,3,The user lays a trap of levitating stones around the opposing team. The trap damages opposing Pokémon that switch into battle.,,,20
709,Steam Eruption,3,2,The user immerses the target in superheated steam. This may also leave the target with a burn.,110,95,5
710,Steamroller,12,1,The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch.,65,100,20
711,Steel Beam,17,2,The user fires a beam of steel that it collected from its entire body. This also damages the user.,140,95,5
712,Steel Roller,17,1,The user attacks while destroying the terrain. This move fails if the ground hasn’t turned into a terrain.,130,100,5
713,Steel Wing,17,1,The target is hit with wings of steel. This may also boost the user’s Defense stat.,70,90,25
714,Sticky Web,12,3,"The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle.",,,20
715,Stockpile,1,3,The user stores power and boosts its Defense and Sp. Def stats. This move can be used up to three times.,,,20
716,Stoked Sparksurfer,4,2,"After obtaining Z-Power, the user, Alolan Raichu, attacks the target with full force. This move leaves the target with paralysis.",175,,1
717,Stomp,1,1,The user attacks by stomping on the target with a big foot. This may also make the target flinch.,65,100,20
718,Stomping Tantrum,9,1,"Driven by frustration, the user attacks the target. This move’s power is doubled if the user’s previous move failed.",75,100,10
719,Stone Axe,13,1,"The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack float around the target.",65,90,15
720,Stone Edge,13,1,The user stabs the target with sharpened stones. This move has a heightened chance of landing a critical hit.,100,80,5
721,Stored Power,11,2,"The user attacks the target with stored power. The more the user’s stats are boosted, the greater the move’s power.",20,100,10
722,Storm Throw,7,1,The user attacks by striking the target with a fierce blow. This move always lands a critical hit.,60,100,10
723,Strange Steam,18,2,The user attacks the target by emitting steam. This may also confuse the target.,90,95,10
724,Strength,1,1,The target is slugged with a punch thrown at maximum power.,80,100,15
725,Strength Sap,5,3,The user restores its own HP by the same amount as the target’s Attack stat. It then lowers the target’s Attack stat.,,100,10
726,String Shot,12,3,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.,,95,40
727,Struggle,1,1,This attack is used in desperation only if the user has no remaining PP. It also damages the user a little.,50,,
728,Struggle Bug,12,2,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,50,100,20
729,Stuff Cheeks,1,3,"The user eats its held Berry, then sharply boosts its Defense stat.",,,10
730,Stun Spore,5,3,The user scatters a cloud of numbing powder that paralyzes the target.,,75,30
731,Submission,7,1,The user grabs the target and recklessly dives for the ground. This also damages the user a little.,80,80,20
732,Substitute,1,3,The user creates a substitute for itself using some of its own HP. The substitute serves as the user’s decoy.,,,10
733,Sucker Punch,16,1,This move enables the user to attack first. This move fails if the target is not readying an attack.,70,100,5
734,Sunny Day,2,3,"The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks.",,,5
735,Sunsteel Strike,17,1,The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Ability.,100,100,5
736,Super Fang,1,1,The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.,,90,10
737,Superpower,7,1,The user attacks the target with great power. This also lowers the user’s Attack and Defense stats.,120,100,5
738,Supersonic,1,3,The user generates odd sound waves from its body that confuse the target.,,55,20
739,Surf,3,2,The user attacks everything around it by swamping its surroundings with a giant wave.,90,100,15
740,Surging Strikes,3,1,"The user, having mastered the Water style, strikes the target with a flowing motion three times in a row. This move always lands a critical hit.",25,100,5
741,Swagger,1,3,"The user enrages and confuses the target. However, this also sharply boosts the target’s Attack stat.",,85,15
742,Swallow,1,3,"The power stored using the move Stockpile is absorbed by the user to restore its own HP. The more power is stored, the more HP is restored.",,,10
743,Sweet Kiss,18,3,"The user kisses the target with a sweet, angelic cuteness that causes confusion.",,75,10
744,Sweet Scent,1,3,The user releases a scent that harshly lowers opposing Pokémon’s evasiveness.,,100,20
745,Swift,1,2,Star-shaped rays are shot at opposing Pokémon. This attack never misses.,60,,20
746,Switcheroo,16,3,The user trades held items with the target faster than the eye can follow.,,100,10
747,Swords Dance,1,3,A frenetic dance to uplift the fighting spirit. This sharply boosts the user’s Attack stat.,,,20
748,Synchronoise,11,2,"Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.",120,100,10
749,Synthesis,5,3,The user restores its own HP. The amount of HP regained varies with the weather.,,,5
750,Syrup Bomb,5,2,"The user sets off an explosion of sticky candy syrup, which coats the target and causes the target's Speed stat to drop each turn for three turns.",60,85,10
751,Tackle,1,1,A physical attack in which the user charges and slams into the target with its whole body.,40,100,35
752,Tail Glow,12,3,"The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.",,,20
753,Tail Slap,1,1,The user attacks by striking the target with its hard tail. This move hits two to five times in a row.,25,85,10
754,Tail Whip,1,3,"The user wags its tail cutely, making opposing Pokémon less wary. This lowers their Defense stats.",,100,30
755,Tailwind,10,3,The user whips up a turbulent whirlwind that boosts the Speed stats of itself and its allies for four turns.,,,15
756,Take Down,1,1,A reckless full-body charge attack for slamming into the target. This also damages the user a little.,90,85,20
757,Take Heart,11,3,"The user lifts its spirits, curing its own status conditions and boosting its Sp. Atk and Sp. Def stats.",,,10
758,Tar Shot,13,3,"The user pours sticky tar over the target, lowering the target’s Speed stat. The target becomes weaker to Fire-type moves.",,100,15
759,Taunt,16,3,The target is taunted into a rage that allows it to use only attack moves for three turns.,,100,20
760,Tearful Look,1,3,The user gets teary-eyed to make the target lose its combative spirit. This lowers the target’s Attack and Sp. Atk stats.,,,20
761,Teatime,1,3,The user has teatime with all the Pokémon currently in the battle. Each Pokémon eats its held Berry.,,,10
762,Techno Blast,1,2,The user attacks by firing a beam of light at the target. This move’s type changes depending on the kind of drive held by the user.,120,100,5
763,Teeter Dance,1,3,The user performs a wobbly dance that confuses every Pokémon around it.,,100,20
764,Telekinesis,11,3,The user makes the target float with its psychic power. The target is easier to hit for three turns.,,,15
765,Teleport,11,3,"The user switches places with a party Pokémon in waiting, if any. If a wild Pokémon uses this move, it flees.",,,20
766,Tera Blast,1,2,"If the user has Terastallized, it unleashes energy of its Tera Type. This move inflicts damage using the Attack or Sp. Atk stat—whichever is higher for the user.",80,100,10
767,Terrain Pulse,1,2,The user utilizes the energy of the terrain to attack. This move’s type and power change depending on the terrain at the time the move is used.,50,100,10
768,Thief,16,1,The user attacks and steals the target’s held item simultaneously. The user can’t steal anything if it already holds an item.,60,100,25
769,Thousand Arrows,9,1,This move can hit opposing Pokémon that are in the air. Those Pokémon will be knocked down to the ground.,90,100,10
770,Thousand Waves,9,1,The user attacks with a wave that crawls along the ground. Those it hits can’t flee from battle.,90,100,10
771,Thrash,1,1,The user rampages and attacks for two to three turns. The user then becomes confused.,120,100,10
772,Throat Chop,16,1,"The user attacks the target’s throat, and the resultant suffering prevents the target from using sound-based moves for two turns.",80,100,15
773,Thunder,4,2,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.,110,70,10
774,Thunder Cage,4,2,The user traps the target inside a cage of sparking electricity that inflicts damage for four to five turns.,80,90,15
775,Thunder Fang,4,1,The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.,65,95,15
776,Thunder Punch,4,1,The target is attacked with an electrified punch. This may also leave the target with paralysis.,75,100,15
777,Thunder Shock,4,2,The user attacks the target with a jolt of electricity. This may also leave the target with paralysis.,40,100,30
778,Thunder Wave,4,3,The user launches a weak jolt of electricity that paralyzes the target.,,90,20
779,Thunderbolt,4,2,The user attacks the target with a strong electric blast. This may also leave the target with paralysis.,90,100,15
780,Thunderous Kick,7,1,The user overwhelms the target with lightning-like movement before delivering a kick. This also lowers the target’s Defense stat.,90,100,10
781,Tickle,1,3,"The user tickles the target into laughing, lowering its Attack and Defense stats.",,100,20
782,Tidy Up,1,3,"The user tidies up and removes the effects of Spikes, Stealth Rock, Sticky Web, Toxic Spikes, and Substitute. This also boosts the user’s Attack and Speed stats.",,,10
783,Topsy-Turvy,16,3,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.,,,20
784,Torch Song,2,2,"The user blows out raging flames as if singing a song, scorching the target. This also boosts the user’s Sp. Atk stat.",80,100,10
785,Torment,16,3,"The user torments and enrages the target, making it incapable of using the same move twice in a row.",,100,15
786,Toxic,8,3,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,,90,10
787,Toxic Spikes,8,3,The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.,,,20
788,Toxic Thread,8,3,The user shoots poisonous threads to poison the target and lower the target’s Speed stat.,,100,20
789,Trailblaze,5,1,The user attacks suddenly as if leaping out from tall grass. The user’s nimble footwork boosts its Speed stat.,50,100,20
790,Transform,1,3,"The user transforms into a copy of the target, right down to having the same move set.",,,10
791,Tri Attack,1,2,"The user strikes with a simultaneous three-beam attack. This may also burn, freeze, or paralyze the target.",80,100,10
792,Trick,11,3,The user catches the target off guard and swaps the target’s held item with its own.,,100,10
793,Trick Room,11,3,The user creates a bizarre area in which slower Pokémon get to move first for five turns.,,,5
794,Trick-or-Treat,14,3,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.,,100,20
