name,form,unique_name,ndex,galar_dex,ioa_dex,ct_dex,paldea_dex,tm_dex,type1,type2,hp,atk,def,spa,spd,spe,egg_group1,egg_group2,gender_ratio,ability1,ability2,hidden_ability,egg_cycles,url
Silcoon,,silcoon,266,,,,,,Bug,,50,35,55,25,25,15,Bug,,Equal,Shed Skin,,,15,https://pokemondb.net/pokedex/silcoon
Beautifly,,beautifly,267,,,,,,Bug,Flying,60,70,50,100,50,65,Bug,,Equal,Swarm,,Rivalry,15,https://pokemondb.net/pokedex/beautifly
Cascoon,,cascoon,268,,,,,,Bug,,50,35,55,25,25,15,Bug,,Equal,Shed Skin,,,15,https://pokemondb.net/pokedex/cascoon
Dustox,,dustox,269,,,,,,Bug,Poison,60,50,70,50,90,65,Bug,,Equal,Shield Dust,,Compound Eyes,15,https://pokemondb.net/pokedex/dustox
Lotad,,lotad,270,36,,,,104,Water,Grass,40,30,30,40,50,30,Grass,Water 1,Equal,Swift Swim,Rain Dish,Own Tempo,15,https://pokemondb.net/pokedex/lotad
Lombre,,lombre,271,37,,,,105,Water,Grass,60,50,50,60,70,50,Grass,Water 1,Equal,Swift Swim,Rain Dish,Own Tempo,15,https://pokemondb.net/pokedex/lombre
Ludicolo,,ludicolo,272,38,,,,106,Water,Grass,80,70,70,90,100,70,Grass,Water 1,Equal,Swift Swim,Rain Dish,Own Tempo,15,https://pokemondb.net/pokedex/ludicolo
Seedot,,seedot,273,39,,,,54,Grass,,40,40,50,30,30,30,Field,Grass,Equal,Chlorophyll,Early Bird,Pickpocket,15,https://pokemondb.net/pokedex/seedot
Nuzleaf,,nuzleaf,274,40,,,,55,Grass,Dark,70,70,40,60,40,60,Field,Grass,Equal,Chlorophyll,Early Bird,Pickpocket,15,https://pokemondb.net/pokedex/nuzleaf
Shiftry,,shiftry,275,41,,,,56,Grass,Dark,90,100,60,90,60,80,Field,Grass,Equal,Wind Rider,Early Bird,Pickpocket,15,https://pokemondb.net/pokedex/shiftry
Taillow,,taillow,276,,,,,,Normal,Flying,40,55,30,30,30,85,Flying,,Equal,Guts,,Scrappy,15,https://pokemondb.net/pokedex/taillow
Swellow,,swellow,277,,,,,,Normal,Flying,60,85,60,75,50,125,Flying,,Equal,Guts,,Scrappy,15,https://pokemondb.net/pokedex/swellow
Wingull,,wingull,278,62,48,,132,,Water,Flying,40,30,30,55,30,85,Flying,Water 1,Equal,Keen Eye,Hydration,Rain Dish,20,https://pokemondb.net/pokedex/wingull
Pelipper,,pelipper,279,63,49,,133,,Water,Flying,60,50,100,95,70,65,Flying,Water 1,Equal,Keen Eye,Drizzle,Rain Dish,20,https://pokemondb.net/pokedex/pelipper
Ralts,,ralts,280,120,34,,62,57,Psychic,Fairy,28,25,25,45,35,40,Amorphous,Human-Like,Equal,Synchronize,Trace,Telepathy,20,https://pokemondb.net/pokedex/ralts
Kirlia,,kirlia,281,121,35,,63,58,Psychic,Fairy,38,35,35,65,55,50,Amorphous,Human-Like,Equal,Synchronize,Trace,Telepathy,20,https://pokemondb.net/pokedex/kirlia
Gardevoir,,gardevoir,282,122,36,,64,59,Psychic,Fairy,68,65,65,125,115,80,Amorphous,Human-Like,Equal,Synchronize,Trace,Telepathy,20,https://pokemondb.net/pokedex/gardevoir
Surskit,,surskit,283,,,,49,149,Bug,Water,40,30,32,50,52,65,Bug,Water 1,Equal,Swift Swim,,Rain Dish,15,https://pokemondb.net/pokedex/surskit
Masquerain,,masquerain,284,,,,50,150,Bug,Flying,70,60,62,100,82,80,Bug,Water 1,Equal,Intimidate,,Unnerve,15,https://pokemondb.net/pokedex/masquerain
Shroomish,,shroomish,285,,,,106,,Grass,,60,40,60,40,60,35,Fairy,Grass,Equal,Effect Spore,Poison Heal,Quick Feet,15,https://pokemondb.net/pokedex/shroomish
Breloom,,breloom,286,,,,107,,Grass,Fighting,60,130,80,60,60,70,Fairy,Grass,Equal,Effect Spore,Poison Heal,Technician,15,https://pokemondb.net/pokedex/breloom
Slakoth,,slakoth,287,,,,78,,Normal,,60,60,60,35,35,30,Field,,Equal,Truant,,,15,https://pokemondb.net/pokedex/slakoth
Vigoroth,,vigoroth,288,,,,79,,Normal,,80,80,80,55,55,90,Field,,Equal,Vital Spirit,,,15,https://pokemondb.net/pokedex/vigoroth
Slaking,,slaking,289,,,,80,,Normal,,150,160,100,95,65,100,Field,,Equal,Truant,,,15,https://pokemondb.net/pokedex/slaking
Nincada,,nincada,290,104,,,,,Bug,Ground,31,45,90,30,30,40,Bug,,Equal,Compound Eyes,,Run Away,15,https://pokemondb.net/pokedex/nincada
Ninjask,,ninjask,291,105,,,,,Bug,Flying,61,90,45,50,50,160,Bug,,Equal,Speed Boost,,Infiltrator,15,https://pokemondb.net/pokedex/ninjask
Shedinja,,shedinja,292,106,,,,,Bug,Ghost,1,90,45,30,30,40,Mineral,,Genderless,Wonder Guard,,,15,https://pokemondb.net/pokedex/shedinja
Whismur,,whismur,293,,148,,,,Normal,,64,51,23,51,23,28,Field,Monster,Equal,Soundproof,,Rattled,20,https://pokemondb.net/pokedex/whismur
Loudred,,loudred,294,,149,,,,Normal,,84,71,43,71,43,48,Field,Monster,Equal,Soundproof,,Scrappy,20,https://pokemondb.net/pokedex/loudred
Exploud,,exploud,295,,150,,,,Normal,,104,91,63,91,73,68,Field,Monster,Equal,Soundproof,,Scrappy,20,https://pokemondb.net/pokedex/exploud
Makuhita,,makuhita,296,,,,116,,Fighting,,72,60,30,20,30,25,Human-Like,,Male 3:1,Thick Fat,Guts,Sheer Force,20,https://pokemondb.net/pokedex/makuhita
Hariyama,,hariyama,297,,,,117,,Fighting,,144,120,60,40,60,50,Human-Like,,Male 3:1,Thick Fat,Guts,Sheer Force,20,https://pokemondb.net/pokedex/hariyama
Azurill,,azurill,298,,139,,46,,Normal,Fairy,50,20,40,20,40,20,Undiscovered,,Female 3:1,Thick Fat,Huge Power,Sap Sipper,10,https://pokemondb.net/pokedex/azurill
Nosepass,,nosepass,299,,,,,107,Rock,,30,45,135,45,90,30,Mineral,,Equal,Sturdy,Magnet Pull,Sand Force,20,https://pokemondb.net/pokedex/nosepass
Skitty,,skitty,300,,,,,,Normal,,50,45,45,35,35,50,Fairy,Field,Female 3:1,Cute Charm,Normalize,Wonder Skin,15,https://pokemondb.net/pokedex/skitty
Delcatty,,delcatty,301,,,,,,Normal,,70,65,65,55,55,90,Fairy,Field,Female 3:1,Cute Charm,Normalize,Wonder Skin,15,https://pokemondb.net/pokedex/delcatty
Sableye,,sableye,302,294,,174,297,,Dark,Ghost,50,75,75,65,65,50,Human-Like,,Equal,Keen Eye,Stall,Prankster,25,https://pokemondb.net/pokedex/sableye
Mawile,,mawile,303,295,,175,,,Steel,Fairy,50,85,85,55,55,50,Fairy,Field,Equal,Hyper Cutter,Intimidate,Sheer Force,20,https://pokemondb.net/pokedex/mawile
Aron,,aron,304,,,191,,,Steel,Rock,50,70,100,40,40,30,Monster,,Equal,Sturdy,Rock Head,Heavy Metal,35,https://pokemondb.net/pokedex/aron
Lairon,,lairon,305,,,192,,,Steel,Rock,60,90,140,50,50,40,Monster,,Equal,Sturdy,Rock Head,Heavy Metal,35,https://pokemondb.net/pokedex/lairon
Aggron,,aggron,306,,,193,,,Steel,Rock,70,110,180,60,60,50,Monster,,Equal,Sturdy,Rock Head,Heavy Metal,35,https://pokemondb.net/pokedex/aggron
Meditite,,meditite,307,,,,161,,Fighting,Psychic,30,40,55,40,55,60,Human-Like,,Equal,Pure Power,,Telepathy,20,https://pokemondb.net/pokedex/meditite
Medicham,,medicham,308,,,,162,,Fighting,Psychic,60,60,75,60,75,80,Human-Like,,Equal,Pure Power,,Telepathy,20,https://pokemondb.net/pokedex/medicham
Electrike,,electrike,309,66,,,,,Electric,,40,45,40,65,40,65,Field,,Equal,Static,Lightning Rod,Minus,20,https://pokemondb.net/pokedex/electrike
Manectric,,manectric,310,67,,,,,Electric,,70,75,60,105,60,105,Field,,Equal,Static,Lightning Rod,Minus,20,https://pokemondb.net/pokedex/manectric
Plusle,,plusle,311,,,,,,Electric,,60,50,40,85,75,95,Fairy,,Equal,Plus,,Lightning Rod,20,https://pokemondb.net/pokedex/plusle
Minun,,minun,312,,,,,,Electric,,60,40,50,75,85,95,Fairy,,Equal,Minus,,Volt Absorb,20,https://pokemondb.net/pokedex/minun
Volbeat,,volbeat,313,,,,,9,Bug,,65,73,75,47,85,85,Bug,Human-Like,Male only,Illuminate,Swarm,Prankster,15,https://pokemondb.net/pokedex/volbeat
Illumise,,illumise,314,,,,,10,Bug,,65,47,75,73,85,85,Bug,Human-Like,Female only,Oblivious,Tinted Lens,Prankster,15,https://pokemondb.net/pokedex/illumise
Roselia,,roselia,315,60,,,,,Grass,Poison,50,60,45,100,80,65,Fairy,Grass,Equal,Natural Cure,Poison Point,Leaf Guard,20,https://pokemondb.net/pokedex/roselia
Gulpin,,gulpin,316,,,,139,,Poison,,70,43,53,43,53,40,Amorphous,,Equal,Liquid Ooze,Sticky Hold,Gluttony,20,https://pokemondb.net/pokedex/gulpin
Swalot,,swalot,317,,,,140,,Poison,,100,73,83,73,83,55,Amorphous,,Equal,Liquid Ooze,Sticky Hold,Gluttony,20,https://pokemondb.net/pokedex/swalot
Carvanha,,carvanha,318,,111,,,,Water,Dark,45,90,20,65,20,65,Water 2,,Equal,Rough Skin,,Speed Boost,20,https://pokemondb.net/pokedex/carvanha
Sharpedo,,sharpedo,319,,112,,,,Water,Dark,70,120,40,95,40,95,Water 2,,Equal,Rough Skin,,Speed Boost,20,https://pokemondb.net/pokedex/sharpedo
Wailmer,,wailmer,320,356,190,,,,Water,,130,70,35,70,35,60,Field,Water 2,Equal,Water Veil,Oblivious,Pressure,40,https://pokemondb.net/pokedex/wailmer
Wailord,,wailord,321,357,191,,,,Water,,170,90,45,90,45,60,Field,Water 2,Equal,Water Veil,Oblivious,Pressure,40,https://pokemondb.net/pokedex/wailord
Numel,,numel,322,,,,151,,Fire,Ground,60,60,40,65,45,35,Field,,Equal,Oblivious,Simple,Own Tempo,20,https://pokemondb.net/pokedex/numel
Camerupt,,camerupt,323,,,,152,,Fire,Ground,70,100,70,105,75,40,Field,,Equal,Magma Armor,Solid Rock,Anger Point,20,https://pokemondb.net/pokedex/camerupt
Torkoal,,torkoal,324,300,173,,150,,Fire,,70,85,140,85,70,20,Field,,Equal,White Smoke,Drought,Shell Armor,20,https://pokemondb.net/pokedex/torkoal
Spoink,,spoink,325,,,,111,125,Psychic,,60,25,35,70,80,60,Field,,Equal,Thick Fat,Own Tempo,Gluttony,20,https://pokemondb.net/pokedex/spoink
Grumpig,,grumpig,326,,,,112,126,Psychic,,80,45,65,90,110,80,Field,,Equal,Thick Fat,Own Tempo,Gluttony,20,https://pokemondb.net/pokedex/grumpig
Spinda,,spinda,327,,,,,,Normal,,60,60,60,60,60,60,Field,Human-Like,Equal,Own Tempo,Tangled Feet,Contrary,15,https://pokemondb.net/pokedex/spinda
Trapinch,,trapinch,328,321,,,,,Ground,,45,100,45,45,45,10,Bug,Dragon,Equal,Hyper Cutter,Arena Trap,Sheer Force,20,https://pokemondb.net/pokedex/trapinch
Vibrava,,vibrava,329,322,,,,,Ground,Dragon,50,70,50,50,50,70,Bug,Dragon,Equal,Levitate,,,20,https://pokemondb.net/pokedex/vibrava
Flygon,,flygon,330,323,,,,,Ground,Dragon,80,100,80,80,80,100,Bug,Dragon,Equal,Levitate,,,20,https://pokemondb.net/pokedex/flygon
Cacnea,,cacnea,331,,,,252,,Grass,,50,85,40,85,40,35,Grass,Human-Like,Equal,Sand Veil,,Water Absorb,20,https://pokemondb.net/pokedex/cacnea
Cacturne,,cacturne,332,,,,253,,Grass,Dark,70,115,60,115,60,55,Grass,Human-Like,Equal,Sand Veil,,Water Absorb,20,https://pokemondb.net/pokedex/cacturne
Swablu,,swablu,333,,,35,219,,Normal,Flying,45,40,60,40,75,50,Dragon,Flying,Equal,Natural Cure,,Cloud Nine,20,https://pokemondb.net/pokedex/swablu
Altaria,,altaria,334,,,36,220,,Dragon,Flying,75,70,90,70,105,80,Dragon,Flying,Equal,Natural Cure,,Cloud Nine,20,https://pokemondb.net/pokedex/altaria
Zangoose,,zangoose,335,,,,217,,Normal,,73,115,60,60,60,90,Field,,Equal,Immunity,,Toxic Boost,20,https://pokemondb.net/pokedex/zangoose
Seviper,,seviper,336,,,,218,,Poison,,73,100,60,100,60,65,Dragon,Field,Equal,Shed Skin,,Infiltrator,20,https://pokemondb.net/pokedex/seviper
Lunatone,,lunatone,337,362,,,,,Rock,Psychic,90,55,65,95,85,70,Mineral,,Genderless,Levitate,,,25,https://pokemondb.net/pokedex/lunatone
Solrock,,solrock,338,363,,,,,Rock,Psychic,90,95,85,55,65,70,Mineral,,Genderless,Levitate,,,25,https://pokemondb.net/pokedex/solrock
Barboach,,barboach,339,228,137,60,168,162,Water,Ground,50,48,43,46,41,60,Water 2,,Equal,Oblivious,Anticipation,Hydration,20,https://pokemondb.net/pokedex/barboach
Whiscash,,whiscash,340,229,138,61,169,163,Water,Ground,110,78,73,76,71,60,Water 2,,Equal,Oblivious,Anticipation,Hydration,20,https://pokemondb.net/pokedex/whiscash
Corphish,,corphish,341,102,91,,,11,Water,,43,80,65,50,35,35,Water 1,Water 3,Equal,Hyper Cutter,Shell Armor,Adaptability,15,https://pokemondb.net/pokedex/corphish
Crawdaunt,,crawdaunt,342,103,92,,,12,Water,Dark,63,120,85,90,55,55,Water 1,Water 3,Equal,Hyper Cutter,Shell Armor,Adaptability,15,https://pokemondb.net/pokedex/crawdaunt
Baltoy,,baltoy,343,82,,151,,,Ground,Psychic,40,40,55,40,70,55,Mineral,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/baltoy
Claydol,,claydol,344,83,,152,,,Ground,Psychic,60,70,105,70,120,75,Mineral,,Genderless,Levitate,,,20,https://pokemondb.net/pokedex/claydol
Lileep,,lileep,345,,,183,,,Rock,Grass,66,41,77,61,87,23,Water 3,,Male 7:1,Suction Cups,,Storm Drain,30,https://pokemondb.net/pokedex/lileep
Cradily,,cradily,346,,,184,,,Rock,Grass,86,81,97,81,107,43,Water 3,,Male 7:1,Suction Cups,,Storm Drain,30,https://pokemondb.net/pokedex/cradily
Anorith,,anorith,347,,,185,,,Rock,Bug,45,95,50,40,50,75,Water 3,,Male 7:1,Battle Armor,,Swift Swim,30,https://pokemondb.net/pokedex/anorith
Armaldo,,armaldo,348,,,186,,,Rock,Bug,75,125,100,70,80,45,Water 3,,Male 7:1,Battle Armor,,Swift Swim,30,https://pokemondb.net/pokedex/armaldo
Feebas,,feebas,349,152,,188,,158,Water,,20,15,20,10,55,80,Dragon,Water 1,Equal,Swift Swim,Oblivious,Adaptability,20,https://pokemondb.net/pokedex/feebas
Milotic,,milotic,350,153,,189,,159,Water,,95,60,79,100,125,81,Dragon,Water 1,Equal,Marvel Scale,Competitive,Cute Charm,20,https://pokemondb.net/pokedex/milotic
Castform,,castform,351,,,,,,Normal,,70,70,70,70,70,70,Amorphous,Fairy,Equal,Forecast,,,25,https://pokemondb.net/pokedex/castform
Castform,Sunny Form,castform-sunny,351,,,,,,Fire,,70,70,70,70,70,70,Amorphous,Fairy,Equal,Forecast,,,25,https://pokemondb.net/pokedex/castform
Castform,Rainy Form,castform-rainy,351,,,,,,Water,,70,70,70,70,70,70,Amorphous,Fairy,Equal,Forecast,,,25,https://pokemondb.net/pokedex/castform
Castform,Snowy Form,castform-snowy,351,,,,,,Ice,,70,70,70,70,70,70,Amorphous,Fairy,Equal,Forecast,,,25,https://pokemondb.net/pokedex/castform
Kecleon,,kecleon,352,,,,,,Normal,,60,90,70,60,120,40,Field,,Equal,Color Change,,Protean,20,https://pokemondb.net/pokedex/kecleon
Shuppet,,shuppet,353,,,,298,,Ghost,,44,75,35,63,33,45,Amorphous,,Equal,Insomnia,Frisk,Cursed Body,25,https://pokemondb.net/pokedex/shuppet
Banette,,banette,354,,,,299,,Ghost,,64,115,65,83,63,65,Amorphous,,Equal,Insomnia,Frisk,Cursed Body,25,https://pokemondb.net/pokedex/banette
Duskull,,duskull,355,135,,,,139,Ghost,,20,40,90,30,90,25,Amorphous,,Equal,Levitate,,Frisk,25,https://pokemondb.net/pokedex/duskull
Dusclops,,dusclops,356,136,,,,140,Ghost,,40,70,130,60,130,25,Amorphous,,Equal,Pressure,,Frisk,25,https://pokemondb.net/pokedex/dusclops
Tropius,,tropius,357,,,,246,,Grass,Flying,99,68,83,72,87,51,Grass,Monster,Equal,Chlorophyll,Solar Power,Harvest,25,https://pokemondb.net/pokedex/tropius
Chimecho,,chimecho,358,,,,,143,Psychic,,75,50,80,95,90,65,Amorphous,,Equal,Levitate,,,25,https://pokemondb.net/pokedex/chimecho
Absol,,absol,359,,,107,,,Dark,,65,130,60,75,60,75,Field,,Equal,Pressure,Super Luck,Justified,25,https://pokemondb.net/pokedex/absol
Wynaut,,wynaut,360,216,,,,,Psychic,,95,23,48,23,48,23,Undiscovered,,Equal,Shadow Tag,,Telepathy,20,https://pokemondb.net/pokedex/wynaut
Snorunt,,snorunt,361,79,,25,357,172,Ice,,50,50,50,50,50,50,Fairy,Mineral,Equal,Inner Focus,Ice Body,Moody,20,https://pokemondb.net/pokedex/snorunt
Glalie,,glalie,362,80,,26,358,173,Ice,,80,80,80,80,80,80,Fairy,Mineral,Equal,Inner Focus,Ice Body,Moody,20,https://pokemondb.net/pokedex/glalie
Spheal,,spheal,363,,,159,,,Ice,Water,70,40,50,55,50,25,Field,Water 1,Equal,Thick Fat,Ice Body,Oblivious,20,https://pokemondb.net/pokedex/spheal
Sealeo,,sealeo,364,,,160,,,Ice,Water,90,60,70,75,70,45,Field,Water 1,Equal,Thick Fat,Ice Body,Oblivious,20,https://pokemondb.net/pokedex/sealeo
Walrein,,walrein,365,,,161,,,Ice,Water,110,80,90,95,90,65,Field,Water 1,Equal,Thick Fat,Ice Body,Oblivious,20,https://pokemondb.net/pokedex/walrein
Clamperl,,clamperl,366,,,,,,Water,,35,64,85,74,55,32,Water 1,,Equal,Shell Armor,,Rattled,20,https://pokemondb.net/pokedex/clamperl
Huntail,,huntail,367,,,,,,Water,,55,104,105,94,75,52,Water 1,,Equal,Swift Swim,,Water Veil,20,https://pokemondb.net/pokedex/huntail
Gorebyss,,gorebyss,368,,,,,,Water,,55,84,105,114,75,52,Water 1,,Equal,Swift Swim,,Hydration,20,https://pokemondb.net/pokedex/gorebyss
Relicanth,,relicanth,369,,,187,,,Water,Rock,100,90,130,45,65,55,Water 1,Water 2,Male 7:1,Swift Swim,Rock Head,Sturdy,40,https://pokemondb.net/pokedex/relicanth
Luvdisc,,luvdisc,370,,,,332,,Water,,43,30,55,40,65,97,Water 2,,Female 3:1,Swift Swim,,Hydration,20,https://pokemondb.net/pokedex/luvdisc
Bagon,,bagon,371,,,113,276,,Dragon,,45,75,60,40,30,50,Dragon,,Equal,Rock Head,,Sheer Force,40,https://pokemondb.net/pokedex/bagon
Shelgon,,shelgon,372,,,114,277,,Dragon,,65,95,100,60,50,50,Dragon,,Equal,Rock Head,,Overcoat,40,https://pokemondb.net/pokedex/shelgon
Salamence,,salamence,373,,,115,278,,Dragon,Flying,95,135,80,110,80,100,Dragon,,Equal,Intimidate,,Moxie,40,https://pokemondb.net/pokedex/salamence
Beldum,,beldum,374,,,129,,,Steel,Psychic,40,55,80,35,60,30,Mineral,,Genderless,Clear Body,,Light Metal,40,https://pokemondb.net/pokedex/beldum
Metang,,metang,375,,,130,,,Steel,Psychic,60,75,100,55,80,50,Mineral,,Genderless,Clear Body,,Light Metal,40,https://pokemondb.net/pokedex/metang
Metagross,,metagross,376,,,131,,,Steel,Psychic,80,135,130,95,90,70,Mineral,,Genderless,Clear Body,,Light Metal,40,https://pokemondb.net/pokedex/metagross
Regirock,,regirock,377,,,197,,,Rock,,80,100,200,50,100,50,Undiscovered,,Genderless,Clear Body,,Sturdy,80,https://pokemondb.net/pokedex/regirock
Regice,,regice,378,,,198,,,Ice,,80,50,100,100,200,50,Undiscovered,,Genderless,Clear Body,,Ice Body,80,https://pokemondb.net/pokedex/regice
Registeel,,registeel,379,,,199,,,Steel,,80,75,150,75,150,50,Undiscovered,,Genderless,Clear Body,,Light Metal,80,https://pokemondb.net/pokedex/registeel
Latias,,latias,380,,,,,,Dragon,Psychic,80,80,90,110,130,110,Undiscovered,,Female only,Levitate,,,120,https://pokemondb.net/pokedex/latias
Latios,,latios,381,,,,,,Dragon,Psychic,80,90,80,130,110,110,Undiscovered,,Male only,Levitate,,,120,https://pokemondb.net/pokedex/latios
Kyogre,,kyogre,382,,,,,,Water,,100,100,90,150,140,90,Undiscovered,,Genderless,Drizzle,,,120,https://pokemondb.net/pokedex/kyogre
Groudon,,groudon,383,,,,,,Ground,,100,150,140,100,90,90,Undiscovered,,Genderless,Drought,,,120,https://pokemondb.net/pokedex/groudon
Rayquaza,,rayquaza,384,,,,,,Dragon,Flying,105,150,90,150,90,95,Undiscovered,,Genderless,Air Lock,,,120,https://pokemondb.net/pokedex/rayquaza
Jirachi,,jirachi,385,,,,,,Steel,Psychic,100,100,100,100,100,100,Undiscovered,,Genderless,Serene Grace,,,120,https://pokemondb.net/pokedex/jirachi
Deoxys,Normal Forme,deoxys-normal,386,,,,,,Psychic,,50,150,50,150,50,150,Undiscovered,,Genderless,Pressure,,,120,https://pokemondb.net/pokedex/deoxys
Deoxys,Attack Forme,deoxys-attack,386,,,,,,Psychic,,50,180,20,180,20,150,Undiscovered,,Genderless,Pressure,,,120,https://pokemondb.net/pokedex/deoxys
Deoxys,Defense Forme,deoxys-defense,386,,,,,,Psychic,,50,70,160,70,160,90,Undiscovered,,Genderless,Pressure,,,120,https://pokemondb.net/pokedex/deoxys
Deoxys,Speed Forme,deoxys-speed,386,,,,,,Psychic,,50,95,90,95,90,180,Undiscovered,,Genderless,Pressure,,,120,https://pokemondb.net/pokedex/deoxys
Turtwig,,turtwig,387,,,,,,Grass,,55,68,64,45,55,31,Grass,Monster,Male 7:1,Overgrow,,Shell Armor,20,https://pokemondb.net/pokedex/turtwig
Grotle,,grotle,388,,,,,,Grass,,75,89,85,55,65,36,Grass,Monster,Male 7:1,Overgrow,,Shell Armor,20,https://pokemondb.net/pokedex/grotle
Torterra,,torterra,389,,,,,,Grass,Ground,95,109,105,75,85,56,Grass,Monster,Male 7:1,Overgrow,,Shell Armor,20,https://pokemondb.net/pokedex/torterra
Chimchar,,chimchar,390,,,,,,Fire,,44,58,44,58,44,61,Field,Human-Like,Male 7:1,Blaze,,Iron Fist,20,https://pokemondb.net/pokedex/chimchar
Monferno,,monferno,391,,,,,,Fire,Fighting,64,78,52,78,52,81,Field,Human-Like,Male 7:1,Blaze,,Iron Fist,20,https://pokemondb.net/pokedex/monferno
Infernape,,infernape,392,,,,,,Fire,Fighting,76,104,71,104,71,108,Field,Human-Like,Male 7:1,Blaze,,Iron Fist,20,https://pokemondb.net/pokedex/infernape
Piplup,,piplup,393,,,,,,Water,,53,51,53,61,56,40,Field,Water 1,Male 7:1,Torrent,,Competitive,20,https://pokemondb.net/pokedex/piplup
Prinplup,,prinplup,394,,,,,,Water,,64,66,68,81,76,50,Field,Water 1,Male 7:1,Torrent,,Competitive,20,https://pokemondb.net/pokedex/prinplup
Empoleon,,empoleon,395,,,,,,Water,Steel,84,86,88,111,101,60,Field,Water 1,Male 7:1,Torrent,,Competitive,20,https://pokemondb.net/pokedex/empoleon
Starly,,starly,396,,,,97,28,Normal,Flying,40,55,30,30,30,60,Flying,,Equal,Keen Eye,,Reckless,15,https://pokemondb.net/pokedex/starly
Staravia,,staravia,397,,,,98,29,Normal,Flying,55,75,50,40,40,80,Flying,,Equal,Intimidate,,Reckless,15,https://pokemondb.net/pokedex/staravia
Staraptor,,staraptor,398,,,,99,30,Normal,Flying,85,120,70,50,60,100,Flying,,Equal,Intimidate,,Reckless,15,https://pokemondb.net/pokedex/staraptor
Bidoof,,bidoof,399,,,,,,Normal,,59,45,40,35,40,31,Field,Water 1,Equal,Simple,Unaware,Moody,15,https://pokemondb.net/pokedex/bidoof
Bibarel,,bibarel,400,,,,,,Normal,Water,79,85,60,55,60,71,Field,Water 1,Equal,Simple,Unaware,Moody,15,https://pokemondb.net/pokedex/bibarel
Kricketot,,kricketot,401,,,,33,61,Bug,,37,25,41,25,41,25,Bug,,Equal,Shed Skin,,Run Away,15,https://pokemondb.net/pokedex/kricketot
Kricketune,,kricketune,402,,,,34,62,Bug,,77,85,51,55,51,65,Bug,,Equal,Swarm,,Technician,15,https://pokemondb.net/pokedex/kricketune
Shinx,,shinx,403,,25,,94,109,Electric,,45,65,34,40,34,45,Field,,Equal,Rivalry,Intimidate,Guts,20,https://pokemondb.net/pokedex/shinx
Luxio,,luxio,404,,26,,95,110,Electric,,60,85,49,60,49,60,Field,,Equal,Rivalry,Intimidate,Guts,20,https://pokemondb.net/pokedex/luxio
Luxray,,luxray,405,,27,,96,111,Electric,,80,120,79,95,79,70,Field,,Equal,Rivalry,Intimidate,Guts,20,https://pokemondb.net/pokedex/luxray
Budew,,budew,406,59,,,,,Grass,Poison,40,30,35,50,70,55,Undiscovered,,Equal,Natural Cure,Poison Point,Leaf Guard,20,https://pokemondb.net/pokedex/budew
Roserade,,roserade,407,61,,,,,Grass,Poison,60,70,65,125,105,90,Fairy,Grass,Equal,Natural Cure,Poison Point,Technician,20,https://pokemondb.net/pokedex/roserade
Cranidos,,cranidos,408,,,,,,Rock,,67,125,40,30,30,58,Monster,,Male 7:1,Mold Breaker,,Sheer Force,30,https://pokemondb.net/pokedex/cranidos
Rampardos,,rampardos,409,,,,,,Rock,,97,165,60,65,50,58,Monster,,Male 7:1,Mold Breaker,,Sheer Force,30,https://pokemondb.net/pokedex/rampardos
Shieldon,,shieldon,410,,,,,,Rock,Steel,30,42,118,42,88,30,Monster,,Male 7:1,Sturdy,,Soundproof,30,https://pokemondb.net/pokedex/shieldon
Bastiodon,,bastiodon,411,,,,,,Rock,Steel,60,52,168,47,138,30,Monster,,Male 7:1,Sturdy,,Soundproof,30,https://pokemondb.net/pokedex/bastiodon
Burmy,Plant Cloak,burmy-plant,412,,,,,,Bug,,40,29,45,29,45,36,Bug,,Equal,Shed Skin,,Overcoat,15,https://pokemondb.net/pokedex/burmy
Burmy,Sandy Cloak,burmy-sandy,412,,,,,,Bug,,40,29,45,29,45,36,Bug,,Equal,Shed Skin,,Overcoat,15,https://pokemondb.net/pokedex/burmy
Burmy,Trash Cloak,burmy-trash,412,,,,,,Bug,,40,29,45,29,45,36,Bug,,Equal,Shed Skin,,Overcoat,15,https://pokemondb.net/pokedex/burmy
Wormadam,Plant Cloak,wormadam-plant,413,,,,,,Bug,Grass,60,59,85,79,105,36,Bug,,Female only,Anticipation,,Overcoat,15,https://pokemondb.net/pokedex/wormadam
Wormadam,Sandy Cloak,wormadam-sandy,413,,,,,,Bug,Ground,60,79,105,59,85,36,Bug,,Female only,Anticipation,,Overcoat,15,https://pokemondb.net/pokedex/wormadam
Wormadam,Trash Cloak,wormadam-trash,413,,,,,,Bug,Steel,60,69,95,69,95,36,Bug,,Female only,Anticipation,,Overcoat,15,https://pokemondb.net/pokedex/wormadam
Mothim,,mothim,414,,,,,,Bug,Flying,70,94,50,94,50,66,Bug,,Male only,Swarm,,Tinted Lens,15,https://pokemondb.net/pokedex/mothim
Combee,,combee,415,116,203,,38,,Bug,Flying,30,30,42,30,42,70,Bug,,Male 7:1,Honey Gather,,Hustle,15,https://pokemondb.net/pokedex/combee
Vespiquen,,vespiquen,416,117,204,,39,,Bug,Flying,70,80,102,80,102,40,Bug,,Female only,Pressure,,Unnerve,15,https://pokemondb.net/pokedex/vespiquen
